Sentence,Label
SELECT * FROM wet WHERE zipper='brush' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(sight)FROM brain,0
SELECT * FROM skin WHERE valuable NOT LIKE '[tight]%',0
SELECT AVG(garage)FROM down SELECT SUM(peace),0
SELECT AVG(useful)FROM of SELECT SUM(helpful),0
SELECT AVG(wait) FROM soft  SELECT SUM(finally),0
SELECT COUNT(expression)FROM bark,0
SELECT COUNT(wind)FROM class,0
SELECT AVG(pony)FROM board,0
SELECT * FROM ate WHERE cry NOT LIKE 'effort%',0
SELECT * FROM represent WHERE bound LIKE '%copy%',0
SELECT * FROM instance  WHERE passage NOT LIKE '[make]%',0
"  SELECT * FROM major WHERE pool IN ('job', 'straw', 'stand') ",0
"  SELECT * FROM tired WHERE exact NOT IN ('breathe', 'mad', 'likely') ",0
SELECT * FROM where WHERE seems IN (SELECT wide FROM prevent),0
SELECT * FROM term WHERE hole  BETWEEN 10 AND 20,0
SELECT * FROM locate WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM zero WHERE recognize BETWEEN 'ordinary' AND 'run',0
"SELECT * FROM include WHERE growth BETWEEN ""animal"" AND    ""teacher""",0
SELECT * FROM pile WHERE compare NOT BETWEEN 'angry' AND 'trace',0
SELECT * FROM drop WHERE garden BETWEEN detail09/01/1996forty AND palace15/31/1996business,0
SELECT * FROM widely WHERE bottom BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(changing)FROM grain SELECT SUM(manner),0
SELECT COUNT(soft) FROM western,0
SELECT COUNT(manyID)FROM guard,0
SELECT AVG(Price)FROM on,0
SELECT * FROM include WHERE aboard BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT rowID AS ID, mass AS automobile FROM scared",0
"  SELECT openID AS ID, magic AS victory FROM fall",0
"  SELECT molecular AS carbon, crack AS [me]  FROM slope",0
"   SELECT since, gold+ ', ' + jump+ ' ' + darkness+ ', ' + constantly AS material  FROM education",0
SELECT careful(s)FROM plate INNER JOIN,0
"   SELECT hour,broad,faster,ocean,left   ((palace JOIN material ON facing.bowl= actual.complete)  INNER JOIN stairsON Orders.day= against.haveID)",0
SELECT buffalo(s) FROM whole LEFT JOIN,0
"  SELECT held,dirt,environment FROM torn LEFT JOIN Orders ON massage.alphabetID= get.got ORDER BY product.taken",0
SELECT split(s FROM muscle RIGHT JOIN,0
"  SELECT Orders.notedrID, Employees.into, Employees.waste FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.combinationID ORDER BY Orders.seldomID",0
SELECT duck(s) FROM crowd FULL OUTER JOIN,0
" SELECT column_name(s) FROM slave,discovery",0
SELECT throw(s) FROM chapter UNION,0
SELECT topic(s) FROM gold SELECT single(s),0
SELECT men(s) FROM cookies UNION ALL,0
SELECT dry(s) FROM general SELECT shut FROM alone,0
SELECT molecular FROM cast UNION SELECT sit FROM class ORDER BY cannot,0
SELECT paid FROM although UNION ALL SELECT price FROM familiar ORDER BY expect,0
"  SELECT refused,become FROM audience WHERE daughter='cook' UNION SELECT jungle, change FROM officer",0
"   SELECT COUNT(hunt), party FROM information BY structure",0
"   SELECT Employees.who, COUNT(Orders.factoryID) AS himFROM   (OrdersINNER JOIN fellow ON Orders.safeID = Employees.allowID)",0
SELECT * FROM paint FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT church,0
SELECT * FROM directly,0
SELECT story FROM expression,0
SELECT DISTINCT swim FROM military,0
SELECT COUNT(DISTINCT plates) FROM gasoline,0
SELECT Count(*) AS burn,0
FROM (SELECT DISTINCT sat FROM elephant),0
SELECT * FROM environment,0
SELECT * FROM escape WHERE dry='bar',0
SELECT * FROM bound WHERE greatly='ago',0
SELECT * FROM promised  WHERE shells=grass,0
SELECT * FROM again WHERE tin='heat'  AND City='specific',0
SELECT * FROM sink WHERE buried='meet'  OR ground='electric',0
SELECT * FROM element WHERE slip='cell'  OR beginning='facing',0
SELECT * FROM tobacco WHERE    NOT near='establish',0
SELECT * FROM bush WHERE brass='sport'  AND (package='free' OR supper='scene'),0
SELECT * FROM explanation WHERE NOT sick='social'  AND NOT largest='season',0
SELECT * FROM season ORDER BY nobody,0
SELECT * FROM matter ORDER BY pain DESC,0
" SELECT * FROM hope ORDER BY struggle, back",0
" SELECT * FROM count ORDER BY begun ASC, kids DESC",0
"INSERT INTO small(material, earlier, darkness, old, continued, men) VALUES ('funny', 'horn'. queen', 'relationship', 'money', 'depend', 'pull') ",0
"INSERT INTO surrounded (prevent, weigh, event) VALUES ('am', 'plate', 'bat') ",0
"   SELECT black, was, substance FROM shade WHERE concerned
  IS NULL
",0
"   SELECT me, afternoon, easilyFROM anyone WHERE who
  IS NOT NULL
",0
"  UPDATE mood SET larger= 'physical', City= 'soon'
 WHERE powerful= range
",0
" UPDATE wet SET no='powder'
WHERE village='load'
",0
SELECT * FROM shaking,0
DELETE FROM moving WHERE compare='sides',0
DELETE FROM piece,0
SELECT root(s) FROM people,0
SELECT * FROM (SELECT who FROM treated),0
SELECT TOP 3 * FROM plain,0
SELECT * FROM track 3,0
SELECT * FROM simple FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM bigger,0
SELECT * FROM score FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM border WHERE pattern='part',0
SELECT * FROM wheat WHERE heat='mail' LIMIT 3,0
SELECT * FROM beside WHERE wrote='composed' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(power) AS blind FROM family,0
SELECT MIN(bridge) AS principal FROM five,0
SELECT * FROM (SELECT ground FROM darkness),0
SELECT TOP 3 * FROM fell SELECT * FROM likely 3SELECT * FROM oldest,0
SELECT * FROM job 3 SELECT * FROM however,0
SELECT * FROM cookies FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM consonant,0
SELECT TOP 50 PERCENT * FROM thread SELECT * FROM strange FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM choice,0
SELECT * FROM personal FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM loud,0
SELECT TOP 3 * FROM cream WHERE land='more' SELECT * FROM they,0
SELECT * FROM molecular WHERE right='wonder' LIMIT 3,0
SELECT * FROM into WHERE him='chair' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(almost)FROM exclaimed,0
SELECT * FROM won WHERE did NOT LIKE '[slabs]%',0
SELECT AVG(operation)FROM if SELECT SUM(strength),0
SELECT AVG(silk)FROM structure SELECT SUM(card),0
SELECT AVG(mental) FROM feature  SELECT SUM(merely),0
SELECT COUNT(region)FROM pig,0
SELECT COUNT(load)FROM with,0
SELECT AVG(chain)FROM finally,0
SELECT * FROM complete WHERE ran NOT LIKE 'right%',0
SELECT * FROM glad WHERE she LIKE '%wet%',0
SELECT * FROM determine  WHERE slowly NOT LIKE '[matter]%',0
"  SELECT * FROM merely WHERE lips IN ('discuss', 'earth', 'individual') ",0
"  SELECT * FROM thread WHERE thrown NOT IN ('compass', 'familiar', 'level') ",0
SELECT * FROM one WHERE office IN (SELECT bill FROM arm),0
SELECT * FROM farther WHERE child  BETWEEN 10 AND 20,0
SELECT * FROM simplest WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM unless WHERE adult BETWEEN 'safe' AND 'vegetable',0
"SELECT * FROM world WHERE occur BETWEEN ""pot"" AND    ""fear""",0
SELECT * FROM ever WHERE faster NOT BETWEEN 'sale' AND 'think',0
SELECT * FROM me WHERE carefully BETWEEN piano09/01/1996chair AND saved15/31/1996original,0
SELECT * FROM slow WHERE barn BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(peace)FROM furniture SELECT SUM(action),0
SELECT COUNT(leave) FROM worry,0
SELECT COUNT(aboardID)FROM hour,0
SELECT AVG(Price)FROM within,0
SELECT * FROM castle WHERE suppose BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT industrialID AS ID, full AS broken FROM sit",0
"  SELECT cardID AS ID, thirty AS job FROM adjective",0
"  SELECT smooth AS climb, fell AS [wheat]  FROM particular",0
"   SELECT map, lucky+ ', ' + porch+ ' ' + citizen+ ', ' + queen AS prevent  FROM principle",0
SELECT way(s)FROM carefully INNER JOIN,0
"   SELECT unhappy,audience,ship,teach,border   ((live JOIN combine ON excited.guess= harder.trouble)  INNER JOIN satON Orders.riding= paint.taughtID)",0
SELECT care(s) FROM driver LEFT JOIN,0
"  SELECT visitor,exact,closely FROM plates LEFT JOIN Orders ON fun.purposeID= hit.graph ORDER BY darkness.produce",0
SELECT particularly(s FROM bush RIGHT JOIN,0
"  SELECT Orders.studentrID, Employees.saved, Employees.is FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.animalID ORDER BY Orders.platesID",0
SELECT tool(s) FROM these FULL OUTER JOIN,0
" SELECT column_name(s) FROM public,exact",0
SELECT yellow(s) FROM second UNION,0
SELECT ill(s) FROM thank SELECT fell(s),0
SELECT pair(s) FROM compare UNION ALL,0
SELECT sign(s) FROM frighten SELECT who FROM alphabet,0
SELECT say FROM care UNION SELECT slip FROM figure ORDER BY captain,0
SELECT instead FROM long UNION ALL SELECT began FROM quick ORDER BY my,0
"  SELECT beauty,felt FROM hospital WHERE due='weak' UNION SELECT classroom, swimming FROM success",0
"   SELECT COUNT(public), soil FROM seven BY biggest",0
"   SELECT Employees.general, COUNT(Orders.zeroID) AS chooseFROM   (OrdersINNER JOIN proper ON Orders.constructionID = Employees.discussID)",0
SELECT * FROM office FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT hurried,0
SELECT * FROM broke,0
SELECT in FROM aloud,0
SELECT DISTINCT customs FROM pressure,0
SELECT COUNT(DISTINCT strength) FROM cowboy,0
SELECT Count(*) AS bend,0
FROM (SELECT DISTINCT anything FROM snow),0
SELECT * FROM electricity,0
SELECT * FROM refused WHERE plenty='its',0
SELECT * FROM slow WHERE occasionally='repeat',0
SELECT * FROM rose  WHERE fifty=position,0
SELECT * FROM protection WHERE rose='bright'  AND City='create',0
SELECT * FROM term WHERE pot='doctor'  OR wave='share',0
SELECT * FROM uncle WHERE ear='sugar'  OR recently='gain',0
SELECT * FROM willing WHERE    NOT suit='represent',0
SELECT * FROM old WHERE successful='afraid'  AND (create='needed' OR pleasant='coal'),0
SELECT * FROM hour WHERE NOT angle='rise'  AND NOT make='model',0
SELECT * FROM across ORDER BY poetry,0
SELECT * FROM road ORDER BY official DESC,0
" SELECT * FROM deer ORDER BY location, box",0
" SELECT * FROM felt ORDER BY bound ASC, setting DESC",0
"INSERT INTO classroom(finest, all, dry, bicycle, chose, plain) VALUES ('middle', 'twice'. popular', 'occur', 'brought', 'charge', 'circle') ",0
"INSERT INTO nuts (bit, tin, fifth) VALUES ('bigger', 'pain', 'shake') ",0
"   SELECT doubt, test, follow FROM fox WHERE ranch
  IS NULL
",0
"   SELECT nearer, fill, accordingFROM invented WHERE grain
  IS NOT NULL
",0
"  UPDATE gravity SET instant= 'breathing', City= 'adventure'
 WHERE ocean= she
",0
" UPDATE something SET along='tired'
WHERE seems='rush'
",0
SELECT * FROM come,0
DELETE FROM duty WHERE yes='drove',0
DELETE FROM younger,0
SELECT cave(s) FROM contain,0
SELECT * FROM (SELECT future FROM road),0
SELECT TOP 3 * FROM fish,0
SELECT * FROM danger 3,0
SELECT * FROM nice FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM shore,0
SELECT * FROM those FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM hurried WHERE tired='straight',0
SELECT * FROM want WHERE choice='divide' LIMIT 3,0
SELECT * FROM positive WHERE label='line' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(attached) AS surrounded FROM practical,0
SELECT MIN(straw) AS round FROM reach,0
SELECT * FROM (SELECT slabs FROM stove),0
SELECT TOP 3 * FROM somewhere SELECT * FROM might 3SELECT * FROM remarkable,0
SELECT * FROM this 3 SELECT * FROM pain,0
SELECT * FROM final FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM whether,0
SELECT TOP 50 PERCENT * FROM scared SELECT * FROM add FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM apart,0
SELECT * FROM distant FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM oil,0
SELECT TOP 3 * FROM food WHERE warm='way' SELECT * FROM hope,0
SELECT * FROM heart WHERE quite='test' LIMIT 3,0
SELECT * FROM sound WHERE race='men' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(desk)FROM these,0
SELECT * FROM level WHERE harder NOT LIKE '[after]%',0
SELECT AVG(happy)FROM sort SELECT SUM(development),0
SELECT AVG(upward)FROM onto SELECT SUM(pale),0
SELECT AVG(organized) FROM increase  SELECT SUM(press),0
SELECT COUNT(ride)FROM near,0
SELECT COUNT(wide)FROM distance,0
SELECT AVG(them)FROM two,0
SELECT * FROM mix WHERE country NOT LIKE 'tie%',0
SELECT * FROM moon WHERE maybe LIKE '%forgotten%',0
SELECT * FROM terrible  WHERE fell NOT LIKE '[whatever]%',0
"  SELECT * FROM wing WHERE sat IN ('inch', 'thick', 'proud') ",0
"  SELECT * FROM gentle WHERE clean NOT IN ('tent', 'scientist', 'jungle') ",0
SELECT * FROM unit WHERE pictured IN (SELECT somehow FROM electric),0
SELECT * FROM blood WHERE could  BETWEEN 10 AND 20,0
SELECT * FROM seven WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM pack WHERE nor BETWEEN 'iron' AND 'cattle',0
"SELECT * FROM board WHERE column BETWEEN ""tide"" AND    ""practical""",0
SELECT * FROM combine WHERE allow NOT BETWEEN 'wore' AND 'hit',0
SELECT * FROM here WHERE early BETWEEN swept09/01/1996teeth AND village15/31/1996stop,0
SELECT * FROM hollow WHERE nobody BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(engine)FROM fall SELECT SUM(slowly),0
SELECT COUNT(musical) FROM opinion,0
SELECT COUNT(fiftyID)FROM fly,0
SELECT AVG(Price)FROM late,0
SELECT * FROM whatever WHERE hill BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT oldestID AS ID, dinner AS series FROM dangerous",0
"  SELECT prizeID AS ID, rabbit AS familiar FROM has",0
"  SELECT measure AS national, buffalo AS [nearest]  FROM purpose",0
"   SELECT music, control+ ', ' + none+ ' ' + copper+ ', ' + strength AS count  FROM beneath",0
SELECT gradually(s)FROM my INNER JOIN,0
"   SELECT final,letter,shown,brief,away   ((wherever JOIN water ON thy.rain= creature.he)  INNER JOIN hungryON Orders.most= she.usuallyID)",0
SELECT frozen(s) FROM park LEFT JOIN,0
"  SELECT flight,dog,boy FROM chair LEFT JOIN Orders ON organized.almostID= already.city ORDER BY pair.sent",0
SELECT spend(s FROM other RIGHT JOIN,0
"  SELECT Orders.howeverrID, Employees.sale, Employees.carried FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.differenceID ORDER BY Orders.sleptID",0
SELECT depend(s) FROM shoot FULL OUTER JOIN,0
" SELECT column_name(s) FROM development,bound",0
SELECT region(s) FROM still UNION,0
SELECT liquid(s) FROM like SELECT duck(s),0
SELECT attack(s) FROM refer UNION ALL,0
SELECT whom(s) FROM bank SELECT work FROM enter,0
SELECT lesson FROM found UNION SELECT fog FROM board ORDER BY eye,0
SELECT pool FROM planning UNION ALL SELECT skin FROM low ORDER BY ever,0
"  SELECT library,consonant FROM salt WHERE length='drive' UNION SELECT several, heard FROM visit",0
"   SELECT COUNT(month), of FROM his BY upward",0
"   SELECT Employees.outer, COUNT(Orders.climbID) AS appleFROM   (OrdersINNER JOIN donkey ON Orders.actualID = Employees.rushID)",0
SELECT * FROM rope FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT may,0
SELECT * FROM wolf,0
SELECT morning FROM social,0
SELECT DISTINCT busy FROM power,0
SELECT COUNT(DISTINCT drive) FROM front,0
SELECT Count(*) AS trail,0
FROM (SELECT DISTINCT saw FROM list),0
SELECT * FROM trail,0
SELECT * FROM its WHERE carbon='bent',0
SELECT * FROM weather WHERE colony='failed',0
SELECT * FROM roof  WHERE attempt=powerful,0
SELECT * FROM wrapped WHERE one='myself'  AND City='treated',0
SELECT * FROM pale WHERE rather='whether'  OR knew='wolf',0
SELECT * FROM ocean WHERE mood='problem'  OR because='science',0
SELECT * FROM exactly WHERE    NOT table='sum',0
SELECT * FROM blanket WHERE work='cloud'  AND (usually='powerful' OR folks='soap'),0
SELECT * FROM elephant WHERE NOT store='maybe'  AND NOT animal='anyone',0
SELECT * FROM trick ORDER BY simple,0
SELECT * FROM apart ORDER BY will DESC,0
" SELECT * FROM battle ORDER BY above, six",0
" SELECT * FROM sail ORDER BY compound ASC, porch DESC",0
"INSERT INTO language(even, bow, ants, two, unhappy, dug) VALUES ('nobody', 'thick'. this', 'visitor', 'happily', 'attention', 'declared') ",0
"INSERT INTO doctor (captured, neighborhood, move) VALUES ('officer', 'married', 'baby') ",0
"   SELECT sometime, fair, serve FROM heard WHERE writer
  IS NULL
",0
"   SELECT difficulty, shinning, particlesFROM cattle WHERE goes
  IS NOT NULL
",0
"  UPDATE occasionally SET function= 'zero', City= 'where'
 WHERE eaten= chose
",0
" UPDATE fully SET pen='composed'
WHERE tower='solid'
",0
SELECT * FROM pattern,0
DELETE FROM wheel WHERE above='love',0
DELETE FROM horn,0
SELECT accident(s) FROM camp,0
SELECT * FROM (SELECT announced FROM donkey),0
SELECT TOP 3 * FROM pond,0
SELECT * FROM news 3,0
SELECT * FROM team FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM breathing,0
SELECT * FROM on FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM seen WHERE pupil='liquid',0
SELECT * FROM ought WHERE mysterious='welcome' LIMIT 3,0
SELECT * FROM man WHERE exciting='some' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(cook) AS crowd FROM worth,0
SELECT MIN(buffalo) AS do FROM fish,0
SELECT * FROM (SELECT thank FROM dangerous),0
SELECT TOP 3 * FROM necessary SELECT * FROM salt 3SELECT * FROM parent,0
SELECT * FROM rest 3 SELECT * FROM per,0
SELECT * FROM writing FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM winter,0
SELECT TOP 50 PERCENT * FROM progress SELECT * FROM contrast FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM original,0
SELECT * FROM present FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM excited,0
SELECT TOP 3 * FROM minerals WHERE prize='pale' SELECT * FROM airplane,0
SELECT * FROM information WHERE fallen='agree' LIMIT 3,0
SELECT * FROM nobody WHERE plane='cannot' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(provide)FROM thy,0
SELECT * FROM scene WHERE rhyme NOT LIKE '[in]%',0
SELECT AVG(table)FROM dot SELECT SUM(way),0
SELECT AVG(headed)FROM above SELECT SUM(remarkable),0
SELECT AVG(noon) FROM up  SELECT SUM(needs),0
SELECT COUNT(party)FROM prepare,0
SELECT COUNT(push)FROM alike,0
SELECT AVG(article)FROM body,0
SELECT * FROM season WHERE cattle NOT LIKE 'mighty%',0
SELECT * FROM later WHERE guard LIKE '%wise%',0
SELECT * FROM species  WHERE fear NOT LIKE '[vessels]%',0
"  SELECT * FROM least WHERE brave IN ('press', 'word', 'distance') ",0
"  SELECT * FROM replace WHERE thou NOT IN ('buffalo', 'shot', 'hundred') ",0
SELECT * FROM was WHERE fish IN (SELECT increase FROM would),0
SELECT * FROM post WHERE law  BETWEEN 10 AND 20,0
SELECT * FROM speech WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM wash WHERE stuck BETWEEN 'got' AND 'library',0
"SELECT * FROM foot WHERE thrown BETWEEN ""surrounded"" AND    ""favorite""",0
SELECT * FROM grow WHERE planet NOT BETWEEN 'widely' AND 'truth',0
SELECT * FROM dig WHERE quite BETWEEN degree09/01/1996although AND did15/31/1996however,0
SELECT * FROM flag WHERE necessary BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(judge)FROM railroad SELECT SUM(beyond),0
SELECT COUNT(park) FROM grass,0
SELECT COUNT(neighborID)FROM guess,0
SELECT AVG(Price)FROM diameter,0
SELECT * FROM missing WHERE north BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT carefulID AS ID, salt AS corn FROM battle",0
"  SELECT swamID AS ID, help AS breath FROM along",0
"  SELECT huge AS science, nearer AS [broad]  FROM cold",0
"   SELECT sound, crew+ ', ' + thing+ ' ' + though+ ', ' + particular AS most  FROM title",0
SELECT doubt(s)FROM bus INNER JOIN,0
"   SELECT announced,black,damage,down,send   ((source JOIN vast ON horn.divide= sugar.fun)  INNER JOIN massON Orders.eventually= fifteen.straightID)",0
SELECT gone(s) FROM provide LEFT JOIN,0
"  SELECT zero,sleep,figure FROM volume LEFT JOIN Orders ON height.balloonID= feature.large ORDER BY married.near",0
SELECT hit(s FROM dog RIGHT JOIN,0
"  SELECT Orders.amountrID, Employees.tide, Employees.lips FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.equalID ORDER BY Orders.excitingID",0
SELECT hall(s) FROM sit FULL OUTER JOIN,0
" SELECT column_name(s) FROM lay,trace",0
SELECT dry(s) FROM ride UNION,0
SELECT tightly(s) FROM born SELECT fall(s),0
SELECT boat(s) FROM gently UNION ALL,0
SELECT remove(s) FROM constantly SELECT tune FROM instance,0
SELECT clay FROM theory UNION SELECT creature FROM wood ORDER BY hidden,0
SELECT east FROM provide UNION ALL SELECT safety FROM struck ORDER BY ate,0
"  SELECT soft,palace FROM brick WHERE after='cut' UNION SELECT taught, raise FROM fair",0
"   SELECT COUNT(direct), hall FROM member BY we",0
"   SELECT Employees.wise, COUNT(Orders.woodenID) AS canalFROM   (OrdersINNER JOIN pictured ON Orders.lowID = Employees.balloonID)",0
SELECT * FROM room FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT food,0
SELECT * FROM rough,0
SELECT chamber FROM product,0
SELECT DISTINCT shirt FROM future,0
SELECT COUNT(DISTINCT explain) FROM shut,0
SELECT Count(*) AS pack,0
FROM (SELECT DISTINCT energy FROM sum),0
SELECT * FROM clearly,0
SELECT * FROM now WHERE old='sharp',0
SELECT * FROM test WHERE exclaimed='divide',0
SELECT * FROM correct  WHERE eye=tool,0
SELECT * FROM opposite WHERE bottom='hay'  AND City='cloth',0
SELECT * FROM heavy WHERE whatever='reach'  OR river='sky',0
SELECT * FROM son WHERE tone='colony'  OR short='visit',0
SELECT * FROM who WHERE    NOT such='neighborhood',0
SELECT * FROM driven WHERE roar='doll'  AND (touch='cookies' OR sight='finish'),0
SELECT * FROM leaving WHERE NOT title='writer'  AND NOT other='mud',0
SELECT * FROM distance ORDER BY lunch,0
SELECT * FROM speech ORDER BY be DESC,0
" SELECT * FROM pot ORDER BY possible, meant",0
" SELECT * FROM drawn ORDER BY golden ASC, building DESC",0
"INSERT INTO snake(dream, among, built, anyway, income, safe) VALUES ('beauty', 'heat'. soil', 'flower', 'feel', 'harder', 'swung') ",0
"INSERT INTO egg (wash, purpose, excitement) VALUES ('satellites', 'soldier', 'game') ",0
"   SELECT note, remain, luck FROM support WHERE move
  IS NULL
",0
"   SELECT diagram, nobody, structureFROM pressure WHERE cow
  IS NOT NULL
",0
"  UPDATE planet SET charge= 'drive', City= 'swimming'
 WHERE total= along
",0
" UPDATE writing SET particularly='aid'
WHERE passage='fighting'
",0
SELECT * FROM softly,0
DELETE FROM wall WHERE disease='bowl',0
DELETE FROM edge,0
SELECT group(s) FROM knife,0
SELECT * FROM (SELECT religious FROM education),0
SELECT TOP 3 * FROM organization,0
SELECT * FROM job 3,0
SELECT * FROM cloth FETCH FIRST 3 ROWS ONLY,0
SELECT TOP 50 PERCENT * FROM wind,0
SELECT * FROM jungle FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT TOP 3 * FROM castle WHERE dawn='goes',0
SELECT * FROM eventually WHERE hung='direct' LIMIT 3,0
SELECT * FROM press WHERE fine='having' FETCH FIRST 3 ROWS ONLY,0
SELECT MIN(build) AS science FROM morning,0
SELECT MIN(managed) AS cage FROM hurried,0
SELECT * FROM (SELECT depend FROM few),0
SELECT TOP 3 * FROM promised SELECT * FROM fill 3SELECT * FROM source,0
SELECT * FROM lake 3 SELECT * FROM pen,0
SELECT * FROM shape FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM attempt,0
SELECT TOP 50 PERCENT * FROM five SELECT * FROM couple FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM tax,0
SELECT * FROM caught FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM discovery,0
SELECT TOP 3 * FROM thing WHERE somebody='beyond' SELECT * FROM mad,0
SELECT * FROM year WHERE sit='time' LIMIT 3,0
SELECT * FROM hung WHERE then='widely' FETCH FIRST 3 ROWS ONLY,0
SELECT AVG(cake)FROM thing,0
SELECT * FROM rule WHERE almost NOT LIKE '[recent]%',0
SELECT AVG(plain)FROM automobile SELECT SUM(everywhere),0
SELECT AVG(mill)FROM stone SELECT SUM(region),0
SELECT AVG(donkey) FROM thick  SELECT SUM(research),0
SELECT COUNT(although)FROM light,0
SELECT COUNT(thee)FROM simplest,0
SELECT AVG(express)FROM trick,0
SELECT * FROM thank WHERE pool NOT LIKE 'feed%',0
SELECT * FROM field WHERE ago LIKE '%realize%',0
SELECT * FROM star  WHERE opportunity NOT LIKE '[tightly]%',0
"  SELECT * FROM automobile WHERE excited IN ('attempt', 'queen', 'plain') ",0
"  SELECT * FROM sad WHERE decide NOT IN ('broken', 'most', 'follow') ",0
SELECT * FROM rear WHERE hello IN (SELECT sun FROM ever),0
SELECT * FROM coffee WHERE farther  BETWEEN 10 AND 20,0
SELECT * FROM wave WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM student WHERE village BETWEEN 'planning' AND 'teach',0
"SELECT * FROM go WHERE mission BETWEEN ""replace"" AND    ""where""",0
SELECT * FROM who WHERE label NOT BETWEEN 'place' AND 'flies',0
SELECT * FROM result WHERE pet BETWEEN especially09/01/1996food AND wheat15/31/1996clear,0
SELECT * FROM calm WHERE prove BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT AVG(coal)FROM move SELECT SUM(out),0
SELECT COUNT(camera) FROM strange,0
SELECT COUNT(remainID)FROM even,0
SELECT AVG(Price)FROM door,0
SELECT * FROM vegetable WHERE electric BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT classroomID AS ID, tight AS experience FROM camera",0
"  SELECT wifeID AS ID, pocket AS either FROM cave",0
"  SELECT college AS treated, copy AS [spell]  FROM principal",0
"   SELECT against, wolf+ ', ' + war+ ' ' + branch+ ', ' + local AS ranch  FROM open",0
SELECT visit(s)FROM transportation INNER JOIN,0
"   SELECT grade,engine,shall,must,too   ((score JOIN nearby ON percent.widely= lovely.laugh)  INNER JOIN airON Orders.aid= invented.courtID)",0
SELECT officer(s) FROM chest LEFT JOIN,0
"  SELECT element,iron,put FROM brain LEFT JOIN Orders ON myself.sheepID= soft.occur ORDER BY forth.material",0
SELECT kids(s FROM safety RIGHT JOIN,0
"  SELECT Orders.parallelrID, Employees.start, Employees.hill FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.foughtID ORDER BY Orders.squareID",0
SELECT changing(s) FROM current FULL OUTER JOIN,0
" SELECT column_name(s) FROM careful,difference",0
SELECT personal(s) FROM name UNION,0
SELECT once(s) FROM satisfied SELECT sold(s),0
SELECT purpose(s) FROM circle UNION ALL,0
SELECT exercise(s) FROM as SELECT percent FROM promised,0
SELECT upper FROM sand UNION SELECT plenty FROM cattle ORDER BY her,0
